Date,Precipitation_mm,PET_mm,Q_mm
2016-04-08,0.01,3.73,0.10
2016-04-09,0.00,3.52,0.10
2016-04-10,0.00,3.64,0.09
2016-04-11,0.00,3.65,0.10
2016-04-12,0.00,3.88,0.11
2016-04-13,0.00,3.64,0.09
2016-04-14,0.00,3.95,0.08
2016-04-15,0.00,4.05,0.07
2016-04-16,0.00,3.91,0.06
2016-04-17,0.00,3.72,0.07
2016-04-18,0.00,3.67,0.06
2016-04-19,0.20,3.67,0.07
2016-04-20,0.00,3.79,0.07
2016-04-21,0.14,3.60,0.07
2016-04-22,0.00,3.90,0.08
2016-04-23,0.05,3.93,0.08
2016-04-24,0.00,4.01,0.07
2016-04-25,0.00,4.00,0.04
2016-04-26,0.03,3.75,0.05
2016-04-27,2.96,3.91,0.07
2016-04-28,0.03,3.96,0.08
2016-04-29,0.00,3.79,0.10
2016-04-30,1.47,3.96,0.12
2016-05-01,0.28,4.20,0.12
2016-05-02,0.01,3.99,0.12
2016-05-03,0.00,3.34,0.10
2016-05-04,0.96,4.07,0.11
2016-05-05,6.18,4.02,0.11
2016-05-06,0.00,3.69,0.13
2016-05-07,0.45,4.06,0.12
2016-05-08,0.02,3.56,0.12
2016-05-09,0.07,3.66,0.13
2016-05-10,1.35,3.97,0.12
2016-05-11,0.44,3.85,0.10
2016-05-12,0.82,4.09,0.13
2016-05-13,0.24,4.12,0.20
2016-05-14,0.53,4.03,0.23
2016-05-15,3.28,4.23,0.23
2016-05-16,0.00,4.33,0.15
2016-05-17,0.38,4.05,0.15
2016-05-18,0.10,3.03,0.17
2016-05-19,0.17,1.49,0.24
2016-05-20,0.89,1.69,0.28
2016-05-21,0.58,4.25,0.26
2016-05-22,2.79,4.37,0.23
2016-05-23,0.00,4.16,0.14
2016-05-24,0.00,3.81,0.11
2016-05-25,0.05,3.87,0.12
2016-05-26,0.26,4.06,0.12
2016-05-27,0.50,4.06,0.19
2016-05-28,0.12,4.04,0.19
2016-05-29,0.84,3.82,0.17
2016-05-30,0.30,4.04,0.25
2016-05-31,0.12,3.80,0.25
2016-06-01,0.22,3.95,0.66
2016-06-02,1.29,3.57,0.49
2016-06-03,0.94,3.83,0.35
2016-06-04,6.62,2.39,0.53
2016-06-05,0.05,3.88,0.32
2016-06-06,0.12,3.74,0.29
2016-06-07,3.11,3.87,0.25
2016-06-08,4.34,3.18,0.61
2016-06-09,11.39,3.45,0.53
2016-06-10,0.41,4.12,0.37
2016-06-11,0.00,4.24,0.34
2016-06-12,6.19,3.68,0.33
2016-06-13,0.00,3.54,0.25
2016-06-14,0.29,3.79,0.38
2016-06-15,0.00,3.85,0.39
2016-06-16,0.38,3.47,0.51
2016-06-17,20.99,1.88,0.60
2016-06-18,7.64,2.09,0.68
2016-06-19,6.24,3.19,0.40
2016-06-20,1.35,3.92,0.36
2016-06-21,0.61,3.97,0.31
2016-06-22,0.00,4.03,0.26
2016-06-23,3.26,3.38,0.38
2016-06-24,31.90,3.05,1.35
2016-06-25,10.00,3.50,0.46
2016-06-26,3.79,3.17,0.41
2016-06-27,1.75,1.93,0.67
2016-06-28,13.33,2.01,0.58
2016-06-29,7.27,2.92,0.52
2016-06-30,6.40,2.62,0.49
2016-07-01,9.33,2.51,0.70
2016-07-02,35.27,1.59,1.11
2016-07-03,11.23,0.94,2.31
2016-07-04,6.63,1.01,1.94
2016-07-05,4.07,1.24,1.14
2016-07-06,1.98,2.50,0.99
2016-07-07,1.47,1.70,0.82
2016-07-08,9.37,0.99,0.65
2016-07-09,24.70,0.71,0.66
2016-07-10,19.60,0.52,1.17
2016-07-11,13.32,0.56,1.37
2016-07-12,1.29,1.43,3.59
2016-07-13,0.12,3.02,3.11
2016-07-14,3.69,3.00,1.80
2016-07-15,0.22,2.72,1.19
2016-07-16,26.72,1.15,0.98
2016-07-17,6.32,1.95,1.48
2016-07-18,15.44,2.95,1.34
2016-07-19,4.16,1.87,1.86
2016-07-20,9.01,2.28,1.54
2016-07-21,14.50,2.23,1.99
2016-07-22,9.02,2.29,2.78
2016-07-23,1.66,2.53,2.33
2016-07-24,7.65,1.98,2.90
2016-07-25,3.68,2.46,2.57
2016-07-26,6.00,1.14,1.69
2016-07-27,9.32,2.30,1.45
2016-07-28,2.38,3.42,1.13
2016-07-29,8.11,2.95,1.06
2016-07-30,4.18,2.92,0.93
2016-07-31,4.70,2.22,1.09
2016-08-01,7.30,2.43,1.43
2016-08-02,13.17,1.01,1.49
2016-08-03,6.15,1.43,1.56
2016-08-04,23.55,0.89,1.69
2016-08-05,59.29,1.15,5.31
2016-08-06,28.11,1.07,9.99
2016-08-07,14.20,1.95,9.06
2016-08-08,5.27,2.81,7.07
2016-08-09,1.94,1.67,5.36
2016-08-10,15.77,1.88,5.01
2016-08-11,17.88,1.92,5.68
2016-08-12,8.54,2.83,5.24
2016-08-13,1.47,2.45,4.77
2016-08-14,1.83,2.63,3.21
2016-08-15,0.28,1.13,2.07
2016-08-16,13.53,0.92,1.63
2016-08-17,9.16,1.10,1.70
2016-08-18,5.07,1.29,1.97
2016-08-19,0.01,3.60,1.81
2016-08-20,0.01,3.37,1.46
2016-08-21,0.00,3.56,1.28
2016-08-22,2.54,1.72,1.16
2016-08-23,4.21,3.12,1.43
2016-08-24,6.67,3.37,1.08
2016-08-25,10.76,3.26,1.09
2016-08-26,11.66,2.46,1.37
2016-08-27,11.81,3.01,3.77
2016-08-28,2.37,3.54,3.22
2016-08-29,1.10,3.53,4.10
2016-08-30,0.45,3.51,2.79
2016-08-31,10.82,2.52,2.44
2016-09-01,1.43,1.96,1.54
2016-09-02,7.90,1.76,3.39
2016-09-03,27.23,1.08,2.82
2016-09-04,43.50,0.82,6.82
2016-09-05,21.19,1.06,10.62
2016-09-06,7.60,3.12,9.15
2016-09-07,1.11,2.72,6.88
2016-09-08,9.14,2.35,5.61
2016-09-09,8.32,1.77,9.59
2016-09-10,17.01,1.83,5.52
2016-09-11,15.03,1.62,5.57
2016-09-12,12.50,1.83,5.42
2016-09-13,6.49,2.52,8.18
2016-09-14,10.09,2.59,7.40
2016-09-15,5.61,2.98,5.77
2016-09-16,3.83,3.11,5.49
2016-09-17,0.29,3.00,4.53
2016-09-18,4.78,2.57,4.33
2016-09-19,12.03,2.66,3.81
2016-09-20,5.85,2.92,4.57
2016-09-21,3.02,3.07,4.75
2016-09-22,7.92,2.39,3.63
2016-09-23,6.63,2.38,4.52
2016-09-24,7.77,2.37,3.97
2016-09-25,2.27,2.77,3.20
2016-09-26,5.14,2.64,2.93
2016-09-27,12.56,2.09,3.26
2016-09-28,7.88,2.00,3.48
2016-09-29,4.41,1.60,5.06
2016-09-30,7.92,2.12,6.34
2016-10-01,12.83,2.48,5.35
2016-10-02,4.91,2.68,5.47
2016-10-03,3.10,3.01,4.58
2016-10-04,7.34,3.08,3.88
2016-10-05,0.86,2.90,3.45
2016-10-06,3.90,2.93,4.58
2016-10-07,27.27,1.49,3.34
2016-10-08,7.07,1.98,5.73
2016-10-09,20.59,1.70,6.27
2016-10-10,12.36,1.96,7.62
2016-10-11,1.51,3.23,7.28
2016-10-12,0.52,3.28,5.79
2016-10-13,0.00,2.98,4.47
2016-10-14,0.00,2.79,3.27
2016-10-15,0.00,3.17,2.80
2016-10-16,0.00,3.25,2.48
2016-10-17,0.00,3.26,2.28
2016-10-18,0.00,3.20,1.93
2016-10-19,0.00,3.16,1.78
2016-10-20,0.00,3.17,1.35
2016-10-21,0.00,3.11,1.22
2016-10-22,0.00,2.98,1.10
2016-10-23,0.00,3.08,1.06
2016-10-24,0.00,2.65,1.05
2016-10-25,0.00,3.09,1.00
2016-10-26,0.00,3.06,0.93
2016-10-27,0.05,2.25,0.92
2016-10-28,0.00,2.40,0.88
2016-10-29,0.80,2.38,0.86
2016-10-30,0.30,2.73,0.84
2016-10-31,0.00,2.96,0.91
2016-11-01,0.00,2.81,0.91
2016-11-02,0.00,2.53,0.87
2016-11-03,0.00,2.45,0.84
2016-11-04,0.83,1.82,0.81
2016-11-05,0.20,2.23,0.79
2016-11-06,0.00,2.35,0.79
2016-11-07,0.00,2.62,0.75
2016-11-08,0.00,2.59,0.74
2016-11-09,0.00,2.55,0.74
2016-11-10,0.00,2.53,0.71
2016-11-11,0.00,2.55,0.70
2016-11-12,0.00,2.57,0.65
2016-11-13,0.00,2.60,0.66
2016-11-14,0.00,2.33,0.70
2016-11-15,0.00,2.22,0.79
2016-11-16,0.00,2.20,0.85
2016-11-17,0.00,2.44,0.84
2016-11-18,0.00,2.39,0.79
2016-11-19,0.00,2.27,0.78
2016-11-20,0.00,2.36,0.61
2016-11-21,0.00,2.37,0.44
2016-11-22,0.00,2.33,0.41
2016-11-23,0.00,2.32,0.41
2016-11-24,0.00,2.31,0.39
2016-11-25,0.00,2.29,0.39
2016-11-26,0.00,2.31,0.41
2016-11-27,0.00,2.31,0.49
2016-11-28,0.00,2.29,0.46
2016-11-29,0.00,2.28,0.43
2016-11-30,0.00,2.27,0.41
2016-12-01,0.00,2.08,0.41
2016-12-02,0.00,2.05,0.40
2016-12-03,0.00,2.25,0.35
2016-12-04,0.00,2.27,0.31
2016-12-05,0.00,2.25,0.31
2016-12-06,0.00,2.21,0.27
2016-12-07,0.00,2.19,0.30
2016-12-08,0.00,2.18,0.29
2016-12-09,0.00,2.18,0.31
2016-12-10,0.00,2.15,0.31
2016-12-11,0.00,2.03,0.31
2016-12-12,0.00,2.09,0.30
2016-12-13,0.00,2.21,0.29
2016-12-14,0.00,2.18,0.28
2016-12-15,0.00,2.14,0.29
2016-12-16,0.00,2.12,0.25
2016-12-17,0.00,2.09,0.25
2016-12-18,0.00,2.06,0.23
2016-12-19,0.00,2.05,0.20
2016-12-20,0.00,2.07,0.19
2016-12-21,0.00,2.11,0.20
2016-12-22,0.00,2.10,0.17
2016-12-23,0.00,2.07,0.17
2016-12-24,0.00,2.10,0.15
2016-12-25,0.00,2.14,0.15
2016-12-26,0.00,2.18,0.16
2016-12-27,0.00,2.13,0.16
2016-12-28,0.00,2.15,0.15
2016-12-29,0.00,2.16,0.22
2016-12-30,0.00,2.19,0.18
2016-12-31,0.00,2.19,0.16
2017-01-01,0.00,2.19,0.16
2017-01-02,0.00,2.08,0.15
2017-01-03,0.77,2.18,0.15
2017-01-04,0.00,1.97,0.15
2017-01-05,0.00,2.17,0.15
2017-01-06,0.00,2.17,0.14
2017-01-07,0.00,2.21,0.14
2017-01-08,0.00,2.24,0.14
2017-01-09,0.00,2.24,0.16
2017-01-10,0.00,1.89,0.16
2017-01-11,0.00,2.05,0.15
2017-01-12,0.00,2.13,0.15
2017-01-13,0.00,2.16,0.09
2017-01-14,0.00,2.19,0.09
2017-01-15,0.00,2.22,0.07
2017-01-16,0.00,2.30,0.07
2017-01-17,0.00,2.37,0.07
2017-01-18,0.00,2.39,0.07
2017-01-19,0.00,2.41,0.08
2017-01-20,0.00,2.43,0.08
2017-01-21,0.00,2.47,0.08
2017-01-22,0.00,2.50,0.08
2017-01-23,0.00,2.49,0.11
2017-01-24,0.00,2.48,0.11
2017-01-25,0.00,2.48,0.11
2017-01-26,0.00,2.22,0.12
2017-01-27,0.00,2.12,0.12
2017-01-28,0.00,2.59,0.12
2017-01-29,0.00,2.51,0.12
2017-01-30,0.00,2.55,0.12
2017-01-31,0.00,2.61,0.12
2017-02-01,0.00,2.61,0.12
2017-02-02,0.00,2.62,0.12
2017-02-03,0.00,2.64,0.12
2017-02-04,0.00,2.62,0.12
2017-02-05,0.00,2.63,0.12
2017-02-06,0.00,2.71,0.13
2017-02-07,0.00,2.78,0.13
2017-02-08,0.00,2.74,0.13
2017-02-09,0.00,2.77,0.12
2017-02-10,0.00,2.80,0.13
2017-02-11,0.00,2.69,0.13
2017-02-12,0.00,2.62,0.15
2017-02-13,0.00,2.78,0.18
2017-02-14,0.00,2.85,0.18
2017-02-15,0.00,2.86,0.18
2017-02-16,0.00,2.87,0.18
2017-02-17,0.00,2.91,0.17
2017-02-18,0.00,2.96,0.17
2017-02-19,0.00,2.99,0.18
2017-02-20,0.00,3.00,0.18
2017-02-21,0.00,3.09,0.18
2017-02-22,0.00,3.13,0.18
2017-02-23,0.00,3.10,0.19
2017-02-24,0.00,3.04,0.19
2017-02-25,0.00,3.00,0.19
2017-02-26,0.00,3.05,0.19
2017-02-27,0.00,3.10,0.18
2017-02-28,0.00,3.11,0.18
2017-03-01,0.00,3.13,0.16
2017-03-02,0.00,3.17,0.15
2017-03-03,0.00,3.21,0.15
2017-03-04,0.00,3.22,0.15
2017-03-05,0.00,2.97,0.16
2017-03-06,0.00,2.90,0.15
2017-03-07,0.00,2.75,0.15
2017-03-08,6.71,2.76,0.15
2017-03-09,4.80,2.75,0.17
2017-03-10,0.48,2.72,0.19
2017-03-11,5.91,2.72,0.27
2017-03-12,0.01,3.41,0.24
2017-03-13,0.00,3.35,0.22
2017-03-14,0.00,3.36,0.27
2017-03-15,0.00,3.40,0.27
2017-03-16,0.00,3.39,0.21
2017-03-17,0.00,3.07,0.19
2017-03-18,0.01,3.28,0.19
2017-03-19,0.00,3.11,0.19
2017-03-20,0.06,3.42,0.14
2017-03-21,0.00,3.48,0.14
2017-03-22,0.00,3.49,0.13
2017-03-23,0.00,3.58,0.13
2017-03-24,0.00,3.62,0.13
2017-03-25,0.00,3.49,0.13
2017-03-26,0.00,3.60,0.13
2017-03-27,0.00,3.55,0.32
2017-03-28,0.00,3.67,0.31
2017-03-29,0.00,3.74,0.30
2017-03-30,0.00,3.69,0.16
2017-03-31,0.00,3.70,0.15
2017-04-01,0.00,3.40,0.15
2017-04-02,0.00,3.43,0.15
2017-04-03,0.81,3.72,0.24
2017-04-04,0.00,3.74,0.24
2017-04-05,0.00,3.53,0.23
2017-04-06,0.33,3.59,0.13
2017-04-07,0.03,3.58,0.13
2017-04-08,0.00,3.87,0.13
2017-04-09,0.00,3.88,0.12
2017-04-10,0.00,3.81,0.30
2017-04-11,0.00,3.77,0.29
2017-04-12,0.00,3.82,0.29
2017-04-13,0.00,3.80,0.19
2017-04-14,0.00,3.71,0.19
2017-04-15,0.00,3.79,0.19
2017-04-16,0.00,3.85,0.19
2017-04-17,0.00,3.99,0.28
2017-04-18,0.02,3.91,0.32
2017-04-19,0.00,3.69,0.26
2017-04-20,2.15,3.79,0.22
2017-04-21,0.15,3.72,0.21
2017-04-22,0.13,3.74,0.32
2017-04-23,0.00,3.51,0.32
2017-04-24,0.00,4.00,0.23
2017-04-25,0.00,4.01,0.23
2017-04-26,0.00,3.75,0.23
2017-04-27,0.00,3.69,0.23
2017-04-28,0.00,3.58,0.18
2017-04-29,0.00,3.54,0.19
2017-04-30,0.00,3.55,0.19
2017-05-01,0.31,3.53,0.33
2017-05-02,1.03,3.52,0.32
2017-05-03,0.04,3.78,0.32
2017-05-04,1.20,3.92,0.24
2017-05-05,0.00,3.46,0.24
2017-05-06,0.30,3.63,0.23
2017-05-07,2.63,3.98,0.31
2017-05-08,0.00,3.81,0.32
2017-05-09,2.59,3.67,0.31
2017-05-10,2.51,3.89,0.27
2017-05-11,0.00,4.02,0.25
2017-05-12,0.03,4.17,0.25
2017-05-13,1.31,3.92,0.23
2017-05-14,1.15,3.95,0.24
2017-05-15,0.00,3.96,0.22
2017-05-16,0.22,4.01,0.22
2017-05-17,0.00,3.92,0.21
2017-05-18,0.00,3.91,0.14
2017-05-19,0.02,3.84,0.13
2017-05-20,1.21,3.80,0.13
2017-05-21,0.66,3.78,0.13
2017-05-22,0.00,3.85,0.26
2017-05-23,0.00,3.76,0.25
2017-05-24,0.30,3.68,0.24
2017-05-25,3.70,3.68,0.38
2017-05-26,0.72,3.73,0.36
2017-05-27,4.13,3.94,0.40
2017-05-28,4.50,3.98,0.42
2017-05-29,0.15,4.10,0.38
2017-05-30,0.00,3.83,0.37
2017-05-31,0.05,3.76,0.37
2017-06-01,0.91,3.94,0.37
2017-06-02,1.18,3.41,0.36
2017-06-03,2.36,3.86,0.39
2017-06-04,2.08,4.37,0.36
2017-06-05,0.42,3.80,0.36
2017-06-06,5.61,3.39,0.35
2017-06-07,4.88,3.12,0.38
2017-06-08,8.45,3.43,0.42
2017-06-09,0.69,3.57,0.27
2017-06-10,6.12,3.31,0.24
2017-06-11,9.79,2.18,0.32
2017-06-12,0.73,2.80,0.35
2017-06-13,4.89,2.34,0.35
2017-06-14,4.36,2.83,0.33
2017-06-15,0.03,2.67,0.28
2017-06-16,20.01,1.87,0.32
2017-06-17,0.05,4.07,0.44
2017-06-18,0.83,3.96,0.50
2017-06-19,16.75,2.94,0.53
2017-06-20,0.68,3.43,0.67
2017-06-21,1.04,3.22,0.58
2017-06-22,27.24,2.29,0.49
2017-06-23,15.62,2.69,0.50
2017-06-24,0.02,2.09,4.57
2017-06-25,11.47,1.04,3.83
2017-06-26,8.03,1.26,2.52
2017-06-27,14.23,1.46,2.62
2017-06-28,1.76,1.10,1.79
2017-06-29,8.35,1.30,2.67
2017-06-30,6.48,2.28,2.01
2017-07-01,11.92,1.30,1.57
2017-07-02,7.30,1.36,1.68
2017-07-03,6.17,1.07,1.71
2017-07-04,3.85,2.49,1.06
2017-07-05,3.19,2.03,0.90
2017-07-06,0.76,2.94,1.32
2017-07-07,1.35,2.75,1.09
2017-07-08,1.78,3.23,0.85
2017-07-09,4.15,3.04,0.65
2017-07-10,11.38,2.21,0.70
2017-07-11,9.93,1.66,0.73
2017-07-12,5.52,2.32,0.80
2017-07-13,5.74,2.08,1.31
2017-07-14,4.60,2.40,1.20
2017-07-15,5.65,1.60,1.07
2017-07-16,28.75,1.32,0.90
2017-07-17,62.12,1.42,10.47
2017-07-18,37.73,2.08,12.50
2017-07-19,45.42,1.26,12.81
2017-07-20,5.56,1.95,21.27
2017-07-21,1.01,2.87,10.63
2017-07-22,0.27,2.63,4.32
2017-07-23,3.50,1.73,2.57
2017-07-24,3.80,1.58,1.74
2017-07-25,4.40,2.89,1.54
2017-07-26,12.22,2.48,1.01
2017-07-27,9.25,2.50,0.96
2017-07-28,2.14,2.86,2.37
2017-07-29,0.99,3.32,2.29
2017-07-30,0.78,2.91,1.86
2017-07-31,6.25,2.25,1.48
2017-08-01,12.69,2.98,1.53
2017-08-02,6.17,2.79,1.66
2017-08-03,9.19,2.62,1.80
2017-08-04,3.36,1.67,1.86
2017-08-05,2.71,1.30,1.72
2017-08-06,20.31,1.72,1.88
2017-08-07,13.51,1.74,1.87
2017-08-08,3.29,1.92,2.39
2017-08-09,13.25,3.07,2.05
2017-08-10,4.19,2.89,2.06
2017-08-11,2.78,2.94,2.16
2017-08-12,1.04,1.92,1.70
2017-08-13,5.67,2.64,1.86
2017-08-14,14.55,1.41,1.67
2017-08-15,1.21,2.88,2.36
2017-08-16,5.10,2.45,2.29
2017-08-17,9.55,1.60,2.28
2017-08-18,22.50,1.40,2.69
2017-08-19,12.87,2.90,2.97
2017-08-20,8.85,2.86,4.82
2017-08-21,4.08,3.29,4.04
2017-08-22,7.77,2.81,2.76
2017-08-23,5.12,3.01,2.81
2017-08-24,10.51,3.04,2.35
2017-08-25,11.92,2.71,2.23
2017-08-26,5.12,2.89,2.66
2017-08-27,13.37,2.75,2.63
2017-08-28,28.91,1.37,2.86
2017-08-29,15.29,2.54,10.33
2017-08-30,1.34,3.11,10.87
2017-08-31,1.52,2.98,4.53
2017-09-01,8.68,2.60,2.84
2017-09-02,6.75,2.24,2.64
2017-09-03,7.27,3.60,2.79
2017-09-04,0.89,3.45,2.31
2017-09-05,1.79,3.34,1.93
2017-09-06,4.51,3.38,1.41
2017-09-07,4.03,3.03,0.11
2017-09-08,1.03,3.46,1.43
2017-09-09,8.21,2.97,1.35
2017-09-10,4.59,3.30,1.37
2017-09-11,1.21,3.64,1.73
2017-09-12,0.70,2.86,1.67
2017-09-13,16.91,2.59,1.36
2017-09-14,7.53,2.03,1.93
2017-09-15,7.57,3.36,2.01
2017-09-16,0.79,3.30,2.92
2017-09-17,10.72,3.26,2.74
2017-09-18,8.02,1.61,2.57
2017-09-19,19.19,1.30,3.78
2017-09-20,37.01,1.70,4.46
2017-09-21,2.81,2.49,12.36
2017-09-22,1.74,2.71,8.87
2017-09-23,0.39,3.31,4.34
2017-09-24,3.21,3.45,2.91
2017-09-25,1.69,3.45,2.06
2017-09-26,2.72,3.48,1.81
2017-09-27,3.31,3.22,1.83
2017-09-28,2.19,2.86,1.59
2017-09-29,16.66,2.74,1.73
2017-09-30,6.50,2.40,2.03
2017-10-01,6.05,2.01,2.56
2017-10-02,10.07,2.45,1.96
2017-10-03,13.04,2.45,1.93
2017-10-04,3.49,2.58,1.99
2017-10-05,7.47,3.15,1.87
2017-10-06,4.71,1.54,2.17
2017-10-07,20.62,2.07,1.97
2017-10-08,6.78,2.52,2.67
2017-10-09,6.61,2.65,3.64
2017-10-10,8.61,2.57,2.71
2017-10-11,1.31,3.08,3.69
2017-10-12,7.54,3.01,3.50
2017-10-13,5.08,3.02,2.78
2017-10-14,0.14,2.93,2.18
2017-10-15,5.35,3.21,1.71
2017-10-16,0.01,3.38,1.89
2017-10-17,0.00,3.40,1.55
2017-10-18,0.00,3.15,1.42
2017-10-19,0.67,1.17,1.28
2017-10-20,34.80,1.42,1.14
2017-10-21,13.56,2.61,1.23
2017-10-22,0.18,2.67,2.13
2017-10-23,0.48,3.08,0.72
2017-10-24,0.06,2.91,1.51
2017-10-25,0.00,2.76,1.27
2017-10-26,0.00,2.85,1.16
2017-10-27,0.00,2.78,1.10
2017-10-28,0.00,2.69,0.97
2017-10-29,0.00,2.68,0.97
2017-10-30,0.00,2.91,0.90
2017-10-31,0.00,2.91,0.79
2017-11-01,0.00,2.69,0.74
2017-11-02,0.00,2.71,0.72
2017-11-03,0.00,2.60,0.67
2017-11-04,0.00,2.72,0.65
2017-11-05,0.00,2.74,0.63
2017-11-06,0.00,2.78,0.63
2017-11-07,0.00,2.70,0.63
2017-11-08,0.00,2.63,0.63
2017-11-09,0.00,2.42,0.61
2017-11-10,0.00,2.61,0.64
2017-11-11,0.00,2.58,0.64
2017-11-12,0.00,2.61,0.62
2017-11-13,0.00,2.58,0.62
2017-11-14,0.00,1.73,0.63
2017-11-15,0.14,1.37,0.59
2017-11-16,5.09,0.60,0.60
2017-11-17,1.73,0.70,0.59
2017-11-18,1.15,1.53,0.58
2017-11-19,1.31,2.11,0.58
2017-11-20,0.64,2.23,0.68
2017-11-21,0.05,2.48,0.67
2017-11-22,0.00,2.53,0.64
2017-11-23,0.00,2.29,0.60
2017-11-24,0.00,2.39,0.45
2017-11-25,0.00,2.34,0.43
2017-11-26,0.00,2.30,0.43
2017-11-27,0.00,2.28,0.43
2017-11-28,0.00,2.26,0.41
2017-11-29,0.00,2.28,0.39
2017-11-30,0.00,2.27,0.39
2017-12-01,0.00,2.27,0.52
2017-12-02,0.00,2.24,0.51
2017-12-03,0.00,2.21,0.51
2017-12-04,0.00,2.20,0.29
2017-12-05,0.00,2.21,0.29
2017-12-06,0.00,2.17,0.28
2017-12-07,0.00,2.14,0.28
2017-12-08,0.00,1.97,0.28
2017-12-09,0.00,2.07,0.29
2017-12-10,0.01,2.25,0.29
2017-12-11,0.00,2.24,0.28
2017-12-12,0.00,2.23,0.28
2017-12-13,0.00,2.25,0.28
2017-12-14,0.00,2.23,0.27
2017-12-15,0.00,2.24,0.27
2017-12-16,0.00,2.27,0.27
2017-12-17,0.00,2.23,0.29
2017-12-18,0.00,2.10,0.25
2017-12-19,0.00,2.03,0.25
2017-12-20,0.00,2.11,0.26
2017-12-21,0.00,2.16,0.26
2017-12-22,0.00,2.19,0.25
2017-12-23,0.00,2.19,0.25
2017-12-24,0.00,2.18,0.26
2017-12-25,0.00,2.19,0.26
2017-12-26,0.00,2.10,0.26
2017-12-27,0.00,2.08,0.26
2017-12-28,0.00,2.11,0.27
2017-12-29,0.00,2.13,0.28
2017-12-30,0.00,2.14,0.26
2017-12-31,0.00,2.19,0.26
2018-01-01,0.00,2.05,0.26
2018-01-02,0.00,1.98,0.26
2018-01-03,0.00,2.13,0.28
2018-01-04,0.00,2.10,0.27
2018-01-05,0.00,2.14,0.24
2018-01-06,0.00,2.16,0.24
2018-01-07,0.00,2.18,0.21
2018-01-08,0.00,2.16,0.20
2018-01-09,0.00,2.19,0.20
2018-01-10,0.00,2.25,0.21
2018-01-11,0.00,2.33,0.21
2018-01-12,0.00,2.33,0.20
2018-01-13,0.00,2.35,0.12
2018-01-14,0.00,2.39,0.12
2018-01-15,0.00,2.36,0.12
2018-01-16,0.00,2.33,0.12
2018-01-17,0.00,2.32,0.12
2018-01-18,0.00,2.35,0.12
2018-01-19,0.00,2.32,0.08
2018-01-20,0.00,2.34,0.08
2018-01-21,0.00,2.38,0.08
2018-01-22,0.00,2.38,0.08
2018-01-23,0.00,2.44,0.08
2018-01-24,0.00,2.38,0.08
2018-01-25,0.00,2.42,0.08
2018-01-26,0.00,2.43,0.08
2018-01-27,0.00,2.39,0.08
2018-01-28,0.00,2.44,0.07
2018-01-29,0.00,2.46,0.07
2018-01-30,0.00,2.50,0.07
2018-01-31,0.00,2.58,0.10
2018-02-01,0.00,2.58,0.10
2018-02-02,0.00,2.57,0.10
2018-02-03,0.00,2.60,0.10
2018-02-04,0.00,2.65,0.10
2018-02-05,0.00,2.65,0.10
2018-02-06,0.00,2.71,0.10
2018-02-07,0.00,2.17,0.10
2018-02-08,0.48,2.38,0.10
2018-02-09,0.00,2.37,0.09
2018-02-10,0.00,2.33,0.09
2018-02-11,1.08,2.13,0.09
2018-02-12,1.00,2.78,0.29
2018-02-13,0.03,2.61,0.27
2018-02-14,0.18,2.67,0.27
2018-02-15,0.00,2.82,0.26
2018-02-16,0.00,2.76,0.26
2018-02-17,0.00,2.90,0.26
2018-02-18,0.00,2.91,0.25
2018-02-19,0.00,2.96,0.25
2018-02-20,0.00,2.90,0.25
2018-02-21,0.00,2.99,0.25
2018-02-22,0.00,2.97,0.15
2018-02-23,0.00,3.00,0.14
2018-02-24,0.00,3.05,0.14
2018-02-25,0.00,3.07,0.14
2018-02-26,0.00,2.83,0.13
2018-02-27,0.00,3.17,0.18
2018-02-28,0.00,3.15,0.25
2018-03-01,0.00,3.19,0.25
2018-03-02,0.00,3.21,0.24
2018-03-03,0.00,3.27,0.24
2018-03-04,0.00,3.20,0.24
2018-03-05,0.00,2.98,0.23
2018-03-06,0.00,2.91,0.09
2018-03-07,0.00,3.01,0.09
2018-03-08,0.00,2.94,0.09
2018-03-09,0.00,3.08,0.09
2018-03-10,0.00,3.30,0.10
2018-03-11,0.00,3.11,0.11
2018-03-12,0.07,3.10,0.11
2018-03-13,0.01,3.46,0.10
2018-03-14,0.00,3.51,0.10
2018-03-15,0.00,2.71,0.19
2018-03-16,0.49,1.58,0.18
2018-03-17,3.49,3.03,0.17
2018-03-18,0.00,3.18,0.17
2018-03-19,0.00,3.23,0.18
2018-03-20,0.00,3.55,0.17
2018-03-21,0.00,3.13,0.17
2018-03-22,0.00,2.95,0.16
2018-03-23,0.00,3.55,0.16
2018-03-24,0.00,3.55,0.15
2018-03-25,0.00,3.58,0.15
2018-03-26,0.00,3.63,0.19
2018-03-27,0.00,3.61,0.18
2018-03-28,0.00,3.67,0.17
2018-03-29,0.00,3.39,0.16
2018-03-30,0.14,3.57,0.15
2018-03-31,0.03,3.48,0.14
2018-04-01,5.00,3.23,0.14
2018-04-02,7.95,3.61,0.26
2018-04-03,0.00,3.56,0.25
2018-04-04,0.00,3.44,0.25
2018-04-05,0.30,3.57,0.24
2018-04-06,0.09,3.48,0.09
2018-04-07,9.71,2.70,0.09
2018-04-08,4.55,3.60,0.09
2018-04-09,0.16,3.55,0.08
2018-04-10,1.79,3.68,0.08
2018-04-11,1.00,3.69,0.08
2018-04-12,0.05,3.59,0.08
