Date,Precipitation_mm,PET_mm,Q_mm
2004-10-02,0.73,3.08,1.49
2004-10-03,6.22,2.51,1.45
2004-10-04,8.75,2.03,1.44
2004-10-05,35.16,1.72,1.60
2004-10-06,45.46,1.21,2.88
2004-10-07,15.83,3.10,10.01
2004-10-08,0.85,2.86,6.39
2004-10-09,0.01,2.89,4.32
2004-10-10,2.61,3.12,3.42
2004-10-11,0.01,3.17,2.92
2004-10-12,0.97,3.18,2.62
2004-10-13,0.47,3.04,2.48
2004-10-14,0.29,2.96,2.27
2004-10-15,0.21,2.96,1.83
2004-10-16,0.02,3.00,1.77
2004-10-17,0.00,3.08,1.75
2004-10-18,0.00,3.04,1.66
2004-10-19,0.00,3.13,1.79
2004-10-20,0.00,3.12,1.76
2004-10-21,0.00,2.95,1.76
2004-10-22,0.00,2.73,1.71
2004-10-23,0.00,2.64,1.64
2004-10-24,0.00,2.69,1.59
2004-10-25,0.00,2.65,1.57
2004-10-26,0.00,2.71,1.54
2004-10-27,0.00,2.74,1.49
2004-10-28,0.00,2.89,1.58
2004-10-29,0.00,2.72,1.63
2004-10-30,0.02,1.73,1.63
2004-10-31,0.00,2.49,1.61
2004-11-01,0.00,2.81,1.55
2004-11-02,0.00,2.73,1.63
2004-11-03,0.00,2.66,1.60
2004-11-04,0.00,2.64,1.62
2004-11-05,0.00,2.59,1.61
2004-11-06,0.00,2.67,1.69
2004-11-07,0.00,2.61,1.71
2004-11-08,0.00,2.21,1.68
2004-11-09,0.02,2.58,1.67
2004-11-10,0.35,2.41,1.64
2004-11-11,0.00,2.55,1.68
2004-11-12,0.00,2.64,1.58
2004-11-13,0.00,2.62,1.57
2004-11-14,0.00,2.54,1.59
2004-11-15,0.00,2.51,1.58
2004-11-16,0.00,2.46,1.52
2004-11-17,0.00,2.44,1.57
2004-11-18,0.00,2.43,1.20
2004-11-19,0.00,2.44,1.15
2004-11-20,0.00,2.42,1.11
2004-11-21,0.00,2.38,1.10
2004-11-22,0.00,2.35,1.13
2004-11-23,0.00,2.37,1.12
2004-11-24,0.00,2.36,1.05
2004-11-25,0.00,2.33,0.93
2004-11-26,0.00,2.33,0.82
2004-11-27,0.00,2.28,0.88
2004-11-28,0.00,2.27,0.90
2004-11-29,0.00,2.24,0.89
2004-11-30,0.00,2.23,1.00
2004-12-01,0.00,2.25,0.98
2004-12-02,0.00,2.26,1.00
2004-12-03,0.00,2.23,0.98
2004-12-04,0.00,2.19,0.95
2004-12-05,0.00,2.18,0.95
2004-12-06,0.00,2.21,0.91
2004-12-07,0.00,2.20,0.90
2004-12-08,0.00,2.20,0.88
2004-12-09,0.00,2.19,0.88
2004-12-10,0.00,2.20,0.83
2004-12-11,0.00,2.21,0.78
2004-12-12,0.00,2.21,0.78
2004-12-13,0.00,2.19,0.77
2004-12-14,0.00,2.19,0.69
2004-12-15,0.00,2.18,0.64
2004-12-16,0.00,2.14,0.67
2004-12-17,0.00,2.13,0.53
2004-12-18,0.00,2.12,0.88
2004-12-19,0.00,2.12,0.90
2004-12-20,0.00,2.17,0.40
2004-12-21,0.00,2.19,0.41
2004-12-22,0.00,2.24,0.39
2004-12-23,0.00,2.20,0.39
2004-12-24,0.00,2.21,0.42
2004-12-25,0.00,2.19,0.43
2004-12-26,0.00,2.10,0.43
2004-12-27,0.00,2.13,0.49
2004-12-28,0.00,2.08,0.42
2004-12-29,0.00,2.12,0.41
2004-12-30,0.00,2.11,0.42
2004-12-31,0.00,2.15,0.43
2005-01-01,0.00,2.19,0.39
2005-01-02,0.00,1.97,0.39
2005-01-03,0.00,1.92,0.42
2005-01-04,0.00,2.27,0.38
2005-01-05,0.00,2.28,0.39
2005-01-06,0.00,2.29,0.34
2005-01-07,0.00,2.31,0.38
2005-01-08,0.00,2.20,0.37
2005-01-09,0.00,2.25,0.38
2005-01-10,0.00,2.34,0.38
2005-01-11,0.00,2.12,0.39
2005-01-12,0.00,2.28,0.38
2005-01-13,0.00,2.26,0.38
2005-01-14,0.00,2.28,0.34
2005-01-15,0.00,2.27,0.33
2005-01-16,0.00,2.37,0.40
2005-01-17,0.00,2.45,0.18
2005-01-18,0.00,1.56,0.17
2005-01-19,0.00,2.32,0.17
2005-01-20,0.00,2.31,0.16
2005-01-21,0.00,2.35,0.16
2005-01-22,0.00,2.33,0.18
2005-01-23,0.00,2.27,0.24
2005-01-24,0.00,1.83,0.30
2005-01-25,0.00,2.45,0.47
2005-01-26,0.00,2.93,0.50
2005-01-27,8.78,2.07,0.49
2005-01-28,4.47,1.45,0.59
2005-01-29,6.95,1.93,0.77
2005-01-30,12.68,1.57,0.87
2005-01-31,3.92,2.20,0.89
2005-02-01,5.16,0.87,0.34
2005-02-02,0.89,2.45,0.36
2005-02-03,0.00,2.57,0.42
2005-02-04,0.00,2.60,0.43
2005-02-05,0.00,2.74,0.47
2005-02-06,0.00,2.76,0.53
2005-02-07,0.00,2.72,0.64
2005-02-08,0.00,2.84,0.63
2005-02-09,0.00,2.79,0.51
2005-02-10,0.00,2.95,0.51
2005-02-11,0.00,2.95,0.48
2005-02-12,0.00,2.94,0.41
2005-02-13,0.00,2.99,0.44
2005-02-14,0.00,2.93,0.39
2005-02-15,0.00,2.95,0.34
2005-02-16,0.00,3.00,0.31
2005-02-17,0.00,3.05,0.29
2005-02-18,0.00,3.03,0.27
2005-02-19,0.00,2.97,0.26
2005-02-20,0.00,2.87,0.27
2005-02-21,0.00,2.84,0.32
2005-02-22,0.00,2.95,0.33
2005-02-23,0.00,2.96,0.34
2005-02-24,0.00,2.95,0.30
2005-02-25,0.00,3.06,0.29
2005-02-26,0.00,3.09,0.31
2005-02-27,0.00,3.12,0.32
2005-02-28,0.00,3.13,0.27
2005-03-01,0.00,3.11,0.28
2005-03-02,0.00,3.07,0.28
2005-03-03,0.00,3.04,0.15
2005-03-04,0.00,3.03,0.15
2005-03-05,0.02,3.11,0.18
2005-03-06,0.00,3.23,0.17
2005-03-07,0.00,3.22,0.17
2005-03-08,0.00,3.11,0.17
2005-03-09,0.00,3.26,0.25
2005-03-10,0.08,2.90,0.19
2005-03-11,0.93,2.76,0.17
2005-03-12,5.63,2.47,0.29
2005-03-13,3.03,3.07,0.23
2005-03-14,0.00,3.17,0.16
2005-03-15,0.15,3.43,0.16
2005-03-16,0.00,3.48,0.17
2005-03-17,0.00,3.53,0.16
2005-03-18,0.00,3.55,0.16
2005-03-19,0.00,3.37,0.16
2005-03-20,0.00,3.28,0.17
2005-03-21,0.00,3.52,0.17
2005-03-22,0.00,3.02,0.16
2005-03-23,0.00,3.29,0.15
2005-03-24,0.00,3.08,0.17
2005-03-25,0.74,3.49,0.16
2005-03-26,0.19,3.52,0.15
2005-03-27,0.00,3.62,0.15
2005-03-28,0.00,3.41,0.16
2005-03-29,0.00,3.69,0.14
2005-03-30,0.00,3.29,0.11
2005-03-31,0.01,3.45,0.11
2005-04-01,0.00,3.53,0.15
2005-04-02,0.00,3.49,0.24
2005-04-03,0.00,3.57,0.25
2005-04-04,0.00,3.70,0.22
2005-04-05,0.00,3.70,0.20
2005-04-06,0.00,3.81,0.14
2005-04-07,0.00,3.81,0.13
2005-04-08,0.08,3.64,0.13
2005-04-09,0.00,3.22,0.14
2005-04-10,2.58,3.32,0.14
2005-04-11,0.31,3.83,0.15
2005-04-12,0.00,3.79,0.15
2005-04-13,0.00,3.84,0.15
2005-04-14,0.00,3.59,0.15
2005-04-15,0.00,3.42,0.17
2005-04-16,0.50,3.38,0.18
2005-04-17,0.33,3.58,0.15
2005-04-18,0.08,3.48,0.15
2005-04-19,0.00,2.50,0.15
2005-04-20,3.66,3.58,0.15
2005-04-21,0.46,3.75,0.15
2005-04-22,0.00,3.78,0.15
2005-04-23,0.00,3.63,0.15
2005-04-24,0.00,3.18,0.15
2005-04-25,0.00,3.21,0.14
2005-04-26,0.00,3.72,0.13
2005-04-27,0.00,3.77,0.15
2005-04-28,0.04,3.81,0.15
2005-04-29,1.07,3.58,0.15
2005-04-30,2.85,3.77,0.15
2005-05-01,7.71,3.88,0.23
2005-05-02,7.82,3.91,0.25
2005-05-03,0.00,3.85,0.32
2005-05-04,0.01,3.87,0.39
2005-05-05,0.00,3.98,0.51
2005-05-06,3.12,3.82,0.41
2005-05-07,0.07,3.80,0.34
2005-05-08,0.00,3.83,0.34
2005-05-09,0.00,3.65,0.33
2005-05-10,0.76,4.00,0.41
2005-05-11,0.00,4.06,0.45
2005-05-12,0.00,4.02,0.47
2005-05-13,0.12,4.02,0.41
2005-05-14,0.00,4.10,0.42
2005-05-15,0.00,4.06,0.39
2005-05-16,0.00,3.88,0.35
2005-05-17,0.42,3.85,0.32
2005-05-18,0.00,3.79,0.22
2005-05-19,0.68,3.95,0.23
2005-05-20,0.00,3.89,0.17
2005-05-21,0.53,4.12,0.32
2005-05-22,3.99,4.29,0.33
2005-05-23,0.00,3.95,0.38
2005-05-24,0.51,4.05,0.33
2005-05-25,0.00,3.99,0.26
2005-05-26,0.42,3.73,0.21
2005-05-27,1.41,3.71,0.16
2005-05-28,0.14,4.06,0.21
2005-05-29,0.14,3.83,0.15
2005-05-30,0.17,4.16,0.21
2005-05-31,0.03,4.18,0.29
2005-06-01,0.00,4.06,0.30
2005-06-02,2.56,3.93,0.28
2005-06-03,0.46,4.08,0.27
2005-06-04,1.45,3.90,0.28
2005-06-05,0.00,3.99,0.34
2005-06-06,0.72,3.82,0.35
2005-06-07,2.13,3.27,0.31
2005-06-08,0.24,4.06,0.38
2005-06-09,3.28,4.03,0.15
2005-06-10,0.00,3.93,0.14
2005-06-11,0.07,3.90,0.31
2005-06-12,0.00,3.80,0.26
2005-06-13,0.00,3.73,0.26
2005-06-14,0.00,3.53,0.31
2005-06-15,0.15,3.79,0.32
2005-06-16,0.83,4.10,0.36
2005-06-17,0.00,3.70,0.43
2005-06-18,0.80,3.98,0.33
2005-06-19,0.00,3.89,0.29
2005-06-20,0.58,3.74,0.23
2005-06-21,1.02,2.93,0.24
2005-06-22,5.52,3.48,0.23
2005-06-23,8.76,3.56,0.17
2005-06-24,9.36,2.60,0.17
2005-06-25,5.27,1.86,0.32
2005-06-26,22.76,1.02,0.56
2005-06-27,44.64,1.07,0.51
2005-06-28,29.75,1.08,0.48
2005-06-29,16.87,2.19,2.14
2005-06-30,5.03,2.71,1.92
2005-07-01,1.16,2.94,1.36
2005-07-02,2.36,2.48,0.94
2005-07-03,1.50,2.83,0.64
2005-07-04,2.46,3.40,0.64
2005-07-05,6.46,3.13,0.52
2005-07-06,5.79,2.33,0.53
2005-07-07,3.58,1.97,0.57
2005-07-08,11.37,2.01,0.81
2005-07-09,9.23,2.33,0.84
2005-07-10,9.48,2.03,1.28
2005-07-11,3.13,2.26,0.97
2005-07-12,0.59,1.58,1.30
2005-07-13,12.08,2.33,0.83
2005-07-14,4.85,2.15,0.93
2005-07-15,15.68,2.65,1.15
2005-07-16,16.22,2.55,1.23
2005-07-17,0.94,3.63,1.49
2005-07-18,0.39,3.86,2.18
2005-07-19,0.99,3.59,1.43
2005-07-20,0.35,2.94,1.29
2005-07-21,10.75,2.77,0.77
2005-07-22,12.10,2.34,1.21
2005-07-23,18.15,1.27,0.85
2005-07-24,15.85,1.08,0.94
2005-07-25,44.10,1.80,2.13
2005-07-26,36.21,0.86,4.70
2005-07-27,10.37,1.27,13.66
2005-07-28,0.20,1.24,7.26
2005-07-29,8.25,1.87,3.03
2005-07-30,43.23,1.18,2.86
2005-07-31,37.94,1.54,13.71
2005-08-01,7.71,2.75,6.43
2005-08-02,2.95,1.83,3.63
2005-08-03,10.11,1.60,2.14
2005-08-04,22.02,0.83,1.71
2005-08-05,13.54,1.57,2.35
2005-08-06,1.38,1.38,3.20
2005-08-07,9.17,1.33,2.69
2005-08-08,3.69,1.86,1.92
2005-08-09,1.70,3.44,1.71
2005-08-10,0.07,3.49,1.41
2005-08-11,0.42,3.25,1.20
2005-08-12,0.32,3.62,1.11
2005-08-13,4.33,2.98,0.97
2005-08-14,1.31,2.53,1.03
2005-08-15,7.19,1.85,0.92
2005-08-16,6.94,2.32,0.96
2005-08-17,4.98,3.26,1.20
2005-08-18,5.40,2.42,1.28
2005-08-19,24.81,1.04,2.99
2005-08-20,18.37,0.90,3.63
2005-08-21,3.63,2.87,4.30
2005-08-22,2.85,2.68,3.33
2005-08-23,6.69,3.19,2.35
2005-08-24,17.31,3.37,1.71
2005-08-25,4.98,3.23,1.71
2005-08-26,0.86,3.26,1.28
2005-08-27,0.19,3.22,1.20
2005-08-28,3.37,3.27,1.09
2005-08-29,0.25,2.94,0.83
2005-08-30,2.37,3.84,0.82
2005-08-31,1.77,3.76,0.81
2005-09-01,0.49,3.72,0.76
2005-09-02,0.23,3.43,0.77
2005-09-03,6.87,2.89,0.69
2005-09-04,4.45,3.59,0.56
2005-09-05,2.55,3.56,0.74
2005-09-06,0.01,3.48,0.81
2005-09-07,2.42,3.28,0.72
2005-09-08,13.31,2.78,0.71
2005-09-09,15.70,1.45,0.69
2005-09-10,5.10,1.95,0.76
2005-09-11,7.24,1.83,0.85
2005-09-12,77.86,1.46,0.83
2005-09-13,145.78,0.96,29.89
2005-09-14,39.26,1.74,47.09
2005-09-15,1.36,2.14,25.62
2005-09-16,2.46,2.34,10.57
2005-09-17,2.63,2.89,6.29
2005-09-18,16.46,1.38,4.84
2005-09-19,37.75,2.20,10.42
2005-09-20,8.50,2.41,8.48
2005-09-21,1.40,2.51,6.35
2005-09-22,0.39,2.68,4.27
2005-09-23,3.23,3.24,3.37
2005-09-24,0.00,3.19,2.99
2005-09-25,0.00,3.24,2.57
2005-09-26,1.75,3.27,1.67
2005-09-27,0.01,3.30,1.49
2005-09-28,1.17,3.07,1.42
2005-09-29,0.68,3.33,1.21
2005-09-30,1.12,3.17,1.06
2005-10-01,2.02,2.60,1.03
2005-10-02,7.33,3.20,1.00
2005-10-03,1.21,3.32,0.86
2005-10-04,0.00,3.25,0.82
2005-10-05,1.90,3.06,0.77
2005-10-06,1.11,3.25,0.87
2005-10-07,0.24,3.26,0.88
2005-10-08,0.00,3.38,0.72
2005-10-09,0.06,3.34,0.65
2005-10-10,0.09,3.33,0.48
2005-10-11,5.75,3.18,0.60
2005-10-12,3.34,2.54,0.65
2005-10-13,9.09,2.74,1.04
2005-10-14,3.25,2.41,1.20
2005-10-15,0.20,2.71,0.94
2005-10-16,1.55,2.90,0.88
2005-10-17,4.60,2.80,1.36
2005-10-18,16.25,2.22,3.32
2005-10-19,1.98,1.76,1.68
2005-10-20,4.61,2.12,2.35
2005-10-21,2.35,2.33,1.92
2005-10-22,3.22,1.69,1.58
2005-10-23,12.33,1.47,1.82
2005-10-24,4.06,1.94,1.92
2005-10-25,4.77,2.35,2.14
2005-10-26,0.72,2.65,1.75
2005-10-27,0.10,2.31,1.58
2005-10-28,1.76,1.11,1.44
2005-10-29,0.66,2.20,1.07
2005-10-30,0.60,1.01,1.05
2005-10-31,0.29,1.39,1.02
2005-11-01,5.14,1.68,0.89
2005-11-02,0.97,2.60,0.76
2005-11-03,1.04,2.48,0.89
2005-11-04,0.05,2.25,0.86
2005-11-05,0.00,2.31,0.83
2005-11-06,0.00,2.63,0.77
2005-11-07,0.00,2.62,0.70
2005-11-08,0.00,2.43,0.71
2005-11-09,0.00,2.64,0.63
2005-11-10,0.00,2.57,0.61
2005-11-11,0.00,2.55,0.58
2005-11-12,0.00,2.54,0.56
2005-11-13,0.00,2.53,0.56
2005-11-14,0.00,2.54,0.55
2005-11-15,0.00,2.52,0.53
2005-11-16,0.00,2.50,0.37
2005-11-17,0.00,2.46,0.38
2005-11-18,0.00,2.43,0.38
2005-11-19,0.00,2.40,0.73
2005-11-20,0.00,2.42,0.68
2005-11-21,0.00,2.25,0.61
2005-11-22,0.00,2.31,0.56
2005-11-23,0.00,2.31,0.64
2005-11-24,0.00,2.27,0.57
2005-11-25,0.00,2.35,0.35
2005-11-26,0.00,2.37,0.53
2005-11-27,0.00,2.32,0.50
2005-11-28,0.00,2.31,0.45
2005-11-29,0.00,2.27,0.48
2005-11-30,0.00,2.28,0.48
2005-12-01,0.00,2.29,0.48
2005-12-02,0.00,1.74,0.46
2005-12-03,0.00,2.32,0.46
2005-12-04,0.00,2.12,0.49
2005-12-05,0.00,2.23,0.49
2005-12-06,0.00,2.14,0.49
2005-12-07,0.00,2.16,0.47
2005-12-08,0.00,2.12,0.47
2005-12-09,0.00,2.14,0.47
2005-12-10,0.00,2.15,0.43
2005-12-11,0.00,2.16,0.41
2005-12-12,0.00,2.14,0.44
2005-12-13,0.00,2.08,0.50
2005-12-14,0.00,2.06,0.46
2005-12-15,0.00,2.07,0.47
2005-12-16,0.00,2.08,0.47
2005-12-17,0.00,2.00,0.42
2005-12-18,0.00,2.17,0.44
2005-12-19,0.00,2.16,0.47
2005-12-20,0.00,1.79,0.46
2005-12-21,0.00,1.48,0.47
2005-12-22,0.83,1.30,0.47
2005-12-23,0.31,1.83,0.47
2005-12-24,0.00,2.08,0.49
2005-12-25,0.00,2.06,0.50
2005-12-26,0.00,2.04,0.48
2005-12-27,0.00,2.10,0.52
2005-12-28,0.00,2.12,0.49
2005-12-29,0.00,2.16,0.47
2005-12-30,0.00,2.18,0.44
2005-12-31,0.00,2.21,0.43
2006-01-01,0.00,2.20,0.39
2006-01-02,0.00,2.09,0.42
2006-01-03,0.00,2.14,0.44
2006-01-04,0.00,2.04,0.40
2006-01-05,0.00,2.21,0.41
2006-01-06,0.00,2.20,0.41
2006-01-07,0.00,1.71,0.38
2006-01-08,0.00,2.35,0.35
2006-01-09,0.00,2.34,0.38
2006-01-10,0.00,2.30,0.37
2006-01-11,0.00,2.28,0.34
2006-01-12,0.00,2.29,0.33
2006-01-13,0.00,2.33,0.32
2006-01-14,0.00,2.37,0.31
2006-01-15,0.00,2.40,0.30
2006-01-16,0.00,2.44,0.32
2006-01-17,0.00,2.49,0.31
2006-01-18,0.00,2.54,0.31
2006-01-19,0.00,2.52,0.32
2006-01-20,0.00,2.52,0.34
2006-01-21,0.00,2.55,0.34
2006-01-22,0.00,2.54,0.34
2006-01-23,0.00,2.57,0.33
2006-01-24,0.00,2.38,0.33
2006-01-25,0.00,2.29,0.37
2006-01-26,0.00,2.31,0.38
2006-01-27,0.00,2.35,0.36
2006-01-28,0.00,2.42,0.42
2006-01-29,0.00,2.49,0.43
2006-01-30,0.00,2.54,0.42
2006-01-31,0.00,2.59,0.42
2006-02-01,0.00,2.59,0.44
2006-02-02,0.00,2.62,0.43
2006-02-03,0.00,2.63,0.45
2006-02-04,0.00,2.61,0.45
2006-02-05,0.00,2.61,0.49
2006-02-06,0.00,2.61,0.49
2006-02-07,0.00,2.65,0.48
2006-02-08,0.00,2.67,0.47
2006-02-09,0.00,2.65,0.43
2006-02-10,0.00,2.71,0.43
2006-02-11,0.00,2.73,0.42
2006-02-12,0.00,2.77,0.42
2006-02-13,0.00,2.82,0.42
2006-02-14,0.00,2.87,0.44
2006-02-15,0.00,2.96,0.46
2006-02-16,0.00,2.99,0.44
2006-02-17,0.00,3.03,0.42
2006-02-18,0.00,3.02,0.40
2006-02-19,0.00,3.06,0.40
2006-02-20,0.00,3.08,0.42
2006-02-21,0.00,3.07,0.39
2006-02-22,0.00,3.08,0.38
2006-02-23,0.00,3.12,0.43
2006-02-24,0.00,3.12,0.44
2006-02-25,0.00,3.12,0.42
2006-02-26,0.00,3.11,0.43
2006-02-27,0.00,3.19,0.49
2006-02-28,0.00,3.18,0.46
2006-03-01,0.00,3.01,0.41
2006-03-02,0.00,3.00,0.26
2006-03-03,0.07,3.03,0.37
2006-03-04,0.00,3.03,0.42
2006-03-05,8.78,2.78,0.42
2006-03-06,5.99,2.97,0.42
2006-03-07,3.84,3.05,0.42
2006-03-08,1.87,2.97,0.49
2006-03-09,1.42,3.22,0.48
2006-03-10,0.00,2.79,0.46
2006-03-11,0.76,2.08,0.44
2006-03-12,5.50,2.91,0.47
2006-03-13,0.00,3.20,0.47
2006-03-14,0.00,2.90,0.46
2006-03-15,0.00,2.98,0.45
2006-03-16,0.20,2.80,0.44
2006-03-17,0.85,3.16,0.41
2006-03-18,0.10,3.53,0.37
2006-03-19,0.00,3.49,0.36
2006-03-20,0.00,3.52,0.29
2006-03-21,0.00,3.64,0.27
2006-03-22,0.00,3.53,0.25
2006-03-23,0.00,3.56,0.23
2006-03-24,0.00,3.56,0.23
2006-03-25,0.00,3.63,0.23
2006-03-26,0.00,3.32,0.26
2006-03-27,0.00,3.25,0.27
2006-03-28,0.18,3.18,0.16
2006-03-29,1.61,3.36,0.17
2006-03-30,0.26,3.64,0.17
2006-03-31,0.00,3.65,0.17
2006-04-01,0.00,3.75,0.15
2006-04-02,0.00,3.39,0.15
2006-04-03,0.00,3.22,0.16
2006-04-04,0.12,3.64,0.23
2006-04-05,0.00,3.88,0.29
2006-04-06,0.00,3.78,0.35
2006-04-07,0.00,3.53,0.40
2006-04-08,0.00,3.75,0.36
2006-04-09,0.00,3.63,0.34
2006-04-10,0.00,3.47,0.23
2006-04-11,0.00,3.54,0.31
2006-04-12,0.34,3.39,0.40
2006-04-13,0.39,3.50,0.34
2006-04-14,1.50,3.75,0.35
2006-04-15,0.06,3.72,0.35
2006-04-16,0.19,3.37,0.35
2006-04-17,7.68,0.88,0.41
2006-04-18,3.88,3.62,0.49
2006-04-19,1.27,3.73,0.54
2006-04-20,0.00,3.94,0.63
2006-04-21,0.15,3.68,0.62
2006-04-22,0.00,3.51,0.58
2006-04-23,0.07,3.58,0.56
2006-04-24,0.00,3.60,0.44
2006-04-25,0.00,3.65,0.52
2006-04-26,0.00,3.58,0.52
2006-04-27,0.00,3.76,0.53
2006-04-28,4.23,3.94,0.53
2006-04-29,1.13,3.78,0.51
2006-04-30,0.00,3.87,0.51
2006-05-01,0.01,4.09,0.51
2006-05-02,1.93,4.00,0.50
2006-05-03,3.39,3.98,0.51
2006-05-04,0.58,4.04,0.51
2006-05-05,0.00,4.12,0.51
2006-05-06,0.33,4.25,0.52
2006-05-07,0.10,4.36,0.51
2006-05-08,0.38,4.35,0.50
2006-05-09,0.20,4.29,0.51
2006-05-10,0.88,4.24,0.57
2006-05-11,1.49,4.15,0.50
2006-05-12,0.00,3.91,0.52
2006-05-13,0.00,3.84,0.50
2006-05-14,0.91,4.18,0.47
2006-05-15,0.66,4.02,0.50
2006-05-16,1.11,3.50,0.58
2006-05-17,0.20,3.66,0.57
2006-05-18,0.80,4.31,0.55
2006-05-19,0.88,3.92,0.54
2006-05-20,2.22,4.00,0.58
2006-05-21,2.99,4.25,0.56
2006-05-22,3.25,3.96,0.57
2006-05-23,0.74,3.74,0.48
2006-05-24,0.43,3.81,0.48
2006-05-25,8.59,3.21,0.48
2006-05-26,4.91,3.68,0.52
2006-05-27,10.98,2.84,0.67
2006-05-28,3.17,3.32,0.58
2006-05-29,14.69,3.24,0.70
2006-05-30,0.09,3.68,0.75
2006-05-31,0.00,4.18,0.74
2006-06-01,0.00,4.13,0.73
2006-06-02,4.68,3.98,0.69
2006-06-03,0.33,3.44,0.70
2006-06-04,0.39,2.59,0.71
2006-06-05,34.84,1.41,0.72
2006-06-06,13.49,1.68,0.62
2006-06-07,6.40,2.97,0.68
2006-06-08,0.94,3.25,0.85
2006-06-09,8.51,4.01,1.10
2006-06-10,0.00,4.20,0.94
2006-06-11,0.00,4.19,0.82
2006-06-12,1.82,4.04,0.73
2006-06-13,2.56,3.83,0.72
2006-06-14,0.00,4.10,0.71
2006-06-15,0.00,4.06,0.56
2006-06-16,0.00,4.27,0.60
2006-06-17,4.46,4.19,0.70
2006-06-18,0.75,4.10,0.71
2006-06-19,3.94,3.90,0.79
2006-06-20,1.08,4.05,0.81
2006-06-21,8.56,2.76,0.70
2006-06-22,11.92,1.95,0.50
2006-06-23,7.78,1.84,0.71
2006-06-24,2.76,2.65,0.79
2006-06-25,0.80,3.31,0.84
2006-06-26,1.20,3.68,0.86
2006-06-27,6.30,3.50,0.88
2006-06-28,5.72,3.29,0.76
2006-06-29,23.25,2.36,0.56
2006-06-30,10.51,2.52,0.70
2006-07-01,0.90,1.81,0.77
2006-07-02,35.45,1.66,0.57
2006-07-03,158.10,2.18,11.60
2006-07-04,184.31,1.98,65.23
2006-07-05,2.96,2.64,74.72
2006-07-06,1.89,3.21,18.24
2006-07-07,1.89,3.39,4.56
2006-07-08,0.00,3.37,3.30
2006-07-09,2.35,3.69,2.25
2006-07-10,1.13,2.43,1.71
2006-07-11,2.63,2.98,1.47
2006-07-12,0.91,3.39,1.24
2006-07-13,0.19,3.09,1.10
2006-07-14,0.55,2.16,0.87
2006-07-15,6.67,1.64,0.89
2006-07-16,7.12,3.11,0.93
2006-07-17,16.77,2.55,2.04
2006-07-18,0.45,2.88,1.66
2006-07-19,2.20,2.88,1.62
2006-07-20,1.22,2.33,1.43
2006-07-21,32.15,1.29,1.46
2006-07-22,12.34,1.97,2.56
2006-07-23,2.18,2.26,2.42
2006-07-24,2.32,2.73,1.64
2006-07-25,1.66,2.48,1.42
2006-07-26,12.87,2.67,1.30
2006-07-27,26.64,1.57,2.82
2006-07-28,9.34,0.83,9.19
2006-07-29,13.67,1.55,5.45
2006-07-30,14.86,1.54,4.70
2006-07-31,0.41,1.85,5.66
2006-08-01,6.42,1.64,3.76
2006-08-02,56.90,1.69,14.28
2006-08-03,55.09,1.41,36.62
2006-08-04,24.02,1.32,31.30
2006-08-05,1.74,2.50,17.76
2006-08-06,1.95,2.20,11.46
2006-08-07,1.55,3.69,5.45
2006-08-08,0.09,3.68,3.93
2006-08-09,0.08,2.98,3.78
2006-08-10,0.13,2.68,2.83
2006-08-11,3.14,2.04,2.37
2006-08-12,18.82,1.99,2.17
2006-08-13,29.69,1.68,11.29
2006-08-14,6.60,2.96,4.92
2006-08-15,14.48,2.38,3.97
2006-08-16,8.19,1.99,4.01
2006-08-17,47.07,1.67,6.25
2006-08-18,3.56,2.77,23.13
2006-08-19,4.01,2.83,9.55
2006-08-20,2.84,2.40,5.12
2006-08-21,12.28,1.39,5.25
2006-08-22,35.45,0.94,14.36
2006-08-23,86.20,1.51,29.36
2006-08-24,9.84,2.84,43.76
2006-08-25,3.18,3.37,15.77
2006-08-26,2.83,1.90,9.29
2006-08-27,7.12,1.61,9.61
2006-08-28,7.49,2.08,5.56
2006-08-29,52.20,2.22,10.74
2006-08-30,100.36,1.40,65.22
2006-08-31,0.43,3.65,63.62
2006-09-01,0.00,3.41,25.66
2006-09-02,0.50,3.51,10.93
2006-09-03,0.24,2.65,6.40
2006-09-04,18.90,1.84,5.84
2006-09-05,27.34,2.32,11.52
2006-09-06,4.95,3.45,9.63
2006-09-07,3.25,3.75,5.09
2006-09-08,0.14,3.68,3.91
2006-09-09,3.92,3.44,2.80
2006-09-10,0.17,2.78,2.78
2006-09-11,0.40,2.98,2.41
2006-09-12,5.60,2.88,2.48
2006-09-13,0.50,3.39,2.48
2006-09-14,1.86,3.28,2.37
2006-09-15,0.53,2.19,2.28
2006-09-16,14.28,2.58,2.20
2006-09-17,9.74,2.15,2.48
2006-09-18,10.62,2.29,2.83
2006-09-19,10.13,2.14,2.75
2006-09-20,3.91,1.86,2.57
2006-09-21,14.96,1.82,2.76
2006-09-22,17.08,1.80,3.46
2006-09-23,2.32,3.29,4.00
2006-09-24,3.00,3.02,3.66
2006-09-25,3.42,3.21,2.96
2006-09-26,0.00,3.27,2.57
2006-09-27,0.00,3.40,2.44
2006-09-28,1.61,3.36,1.63
2006-09-29,42.51,1.32,1.33
2006-09-30,69.39,2.39,8.21
2006-10-01,7.52,3.20,19.21
2006-10-02,1.47,3.32,9.39
2006-10-03,0.00,3.32,4.48
2006-10-04,4.39,3.20,3.37
2006-10-05,2.20,3.42,2.79
2006-10-06,0.00,3.57,2.51
